step,scenario,T_ms,bubble,moved,rollback
157,static,485.8022880818525,0.47911138445239054,0,0
158,static,502.20847134333434,0.4900136222763154,0,0
159,static,513.0959519429692,0.4887054782747007,0,0
160,static,497.8670314640173,0.49620197967588775,0,0
161,static,505.4751601282511,0.49730700081948176,0,0
162,static,515.8952428575102,0.4830634282133317,0,0
163,static,469.98167501543963,0.47481813578940446,0,0
164,static,508.7665710726853,0.48948133676088235,0,0
165,static,493.3355786841395,0.4871247600283831,0,0
166,static,506.04219769919825,0.49599393396620306,0,0
167,static,514.7222494759046,0.49536084552965987,0,0
168,static,513.0649441209266,0.4873144430270522,0,0
169,static,512.4398479109896,0.48349579783503116,0,0
170,static,518.3422718403914,0.49406404463205056,0,0
171,static,505.3833990549363,0.46821321547175576,0,0
172,static,539.5274783028996,0.4906569760018863,0,0
173,static,532.3415329351822,0.4922475690459871,0,0
174,static,520.9659251698278,0.48474434562081004,0,0
175,static,537.8269798796505,0.4836191780690938,0,0
176,static,531.4368037093527,0.48763270554630134,0,0
177,static,561.8649075165553,0.4921733939169952,0,0
178,static,549.7649093205009,0.4889242028880325,0,0
179,static,539.2624811364974,0.4893251851229631,0,0
180,static,524.0996451512162,0.4825255734337882,0,0
181,static,529.3626476738591,0.48654961850986767,0,0
182,static,571.8711701312045,0.4959729185888325,0,0
183,static,560.1593224066108,0.49049416593809925,0,0
184,static,550.6916338625058,0.4910128535557954,0,0
185,static,544.0459479202145,0.47914775791247677,0,0
186,static,530.9138488324611,0.47498571996037564,0,0
187,static,520.8817197950158,0.47937126071416136,0,0
188,static,571.9459306056904,0.5062624629853669,0,0
189,static,541.2962821272816,0.4857537611733266,0,0
190,static,566.8927733109455,0.48926539907328415,0,0
191,static,573.3351348802192,0.4952168516940586,0,0
192,static,596.336665490263,0.4995576760737436,0,0
193,static,565.6120699479839,0.49948032115906826,0,0
194,static,578.2300615190272,0.4849374277764268,0,0
195,static,574.2332336445697,0.4905621946327189,0,0
196,static,591.7751147410424,0.5082103695375382,0,0
197,static,585.3188920279358,0.4947297137890204,0,0
198,static,554.5664963262145,0.48872216291332027,0,0
199,static,598.7135913790406,0.5077222882457972,0,0
0,online,118.77485558671391,0.26370776087076475,0,0
1,online,122.06583633134487,0.29699832185558284,0,0
2,online,121.25763921617583,0.28786765531675496,0,0
3,online,123.46760205981778,0.2953504103493839,0,0
4,online,127.58657019560987,0.3197141937079807,0,0
5,online,126.99649758203091,0.3411987234036984,0,0
6,online,131.84058097300243,0.3471190519488151,0,0
7,online,137.20434022433517,0.3650021198400316,0,0
8,online,132.07176018039863,0.35242162669796484,0,0
9,online,136.05206823567852,0.37347305433524736,0,0
10,online,139.80118413937228,0.3980937534635891,0,0
11,online,142.33913140235757,0.3887605645664627,0,0
12,online,148.85235555937163,0.4110451530515479,0,0
13,online,145.13371674008633,0.40732776258541126,0,0
14,online,148.6644023820066,0.4290300960540172,0,0
15,online,150.30343646158227,0.43763775734667343,0,0
16,online,148.13908789438221,0.43073249997361696,0,0
17,online,155.59273568056577,0.44992631998455634,0,0
18,online,161.3706531279643,0.45787374999466535,0,0
19,online,167.28838912274716,0.45685135874759286,0,0
20,online,157.8790873299828,0.45280027854204674,0,0
21,online,168.5268638238872,0.4587035948043918,0,0
22,online,167.7135674623773,0.4600542987242905,0,0
23,online,167.9011530306486,0.44773135648512763,0,0
24,online,176.50057003828223,0.4583809044423309,0,0
25,online,166.25746085170778,0.4290592439362033,0,0
26,online,179.63649972907862,0.4548056200834725,0,0
27,online,175.26465123515675,0.4444458541587736,0,0
28,online,179.43344150991683,0.45191753334035245,0,0
29,online,177.0498930004866,0.44197346980830776,0,0
30,online,196.23841158854273,0.47550498885239567,0,0
31,online,182.01801692911866,0.44096335492112204,0,0
32,online,189.3191387924683,0.4415480966475005,0,0
33,online,189.22566630791212,0.4566370895304066,0,0
34,online,201.06716945367972,0.4737113012029648,0,0
35,online,191.17914013578044,0.450760136950357,0,0
36,online,200.00579402310723,0.47628108671749514,0,0
37,online,195.69327176143915,0.45107499130040085,0,0
38,online,203.41472974583516,0.46686676477492817,0,0
39,online,207.60352293704736,0.4683897731889326,1,0
40,online,166.96215031808487,0.3202281316626582,0,0
41,online,161.99715959232955,0.3146009791527975,0,0
42,online,164.56293001416782,0.31160709143780885,0,0
43,online,172.7679041163532,0.32179244815448227,0,0
44,online,175.71533773868853,0.33073012609302277,0,0
45,online,172.09506608170187,0.3286078248850288,0,0
46,online,176.90985445410027,0.32784096682047337,0,0
47,online,174.2104036908613,0.3206890236132718,0,0
48,online,179.39742728462926,0.31573449086506844,0,0
49,online,186.7801399222007,0.34538848374424835,0,0
50,online,188.91345505785026,0.35449039915911584,0,0
51,online,183.90552556353785,0.32311551266870797,0,0
52,online,185.8465583170508,0.31995144384676566,0,0
53,online,186.58119790262415,0.3174418992136573,0,0
54,online,194.48433768135655,0.35418219080287683,0,0
55,online,208.84986736470017,0.35026685735995045,0,0
56,online,201.25121428336402,0.3469497569997134,0,0
57,online,215.565839311509,0.3776270032198251,0,0
58,online,199.4002523813813,0.33893633039991233,0,0
59,online,204.28855751739354,0.35191695138541945,1,0
60,online,206.83975879981398,0.3419435847472293,0,0
61,online,220.9614781532331,0.3781754363449331,0,0
62,online,209.3005115031971,0.3548505559988613,0,0
63,online,217.76110470577964,0.34073246734664064,0,0
64,online,230.6387519248451,0.38369293130299853,0,0
65,online,222.2358816305218,0.3531668181861325,0,0
66,online,221.17594109482536,0.3501210006383765,0,0
67,online,227.44857743715235,0.3683413464853884,0,0
68,online,232.10427748934924,0.3785400120338819,0,0
69,online,229.36108810338058,0.35915400854065294,0,0
70,online,241.02640582726946,0.3678875122673929,0,0
71,online,220.51980641734613,0.33952836701712263,0,0
72,online,241.15862199067445,0.3756870404186573,0,0
73,online,225.99513621760013,0.36967082313938415,0,0
74,online,234.64644245965988,0.3595812588411056,0,0
75,online,234.54816359219473,0.3564584306619484,0,0
76,online,243.65149272244602,0.3744570333773546,0,0
77,online,244.30608907389143,0.37615510171197675,0,0
78,online,255.70111524590965,0.385716549230706,0,0
79,online,255.9971980590212,0.3717613328267434,0,0
80,online,249.46664197642653,0.3676109003515413,0,0
81,online,249.01572457429828,0.37741377580444213,0,0
82,online,260.2809848990403,0.3871636612070324,0,0
83,online,266.85881785053476,0.3822885782717824,0,0
84,online,266.61697863207434,0.38814288573161093,0,1
85,online,266.60443384646413,0.3747735829595038,0,0
86,online,272.08772572674764,0.39069712156230363,0,0
87,online,270.7597432071866,0.38966344993260227,0,0
88,online,281.2677688576158,0.38340087483536567,0,0
89,online,281.1222878208834,0.38801069105112773,0,0
90,online,287.50182706244556,0.41286242716009625,0,0
91,online,289.2662297374824,0.3947176222767548,0,0
92,online,297.5830624354696,0.41206925441197073,0,0
93,online,299.1715743487187,0.4055205972182696,0,0
94,online,303.82342858266964,0.4091309838230123,0,0
95,online,293.56401285374596,0.3883659230060862,0,0
96,online,293.50043861988394,0.39660058725099745,0,0
97,online,295.6054541345059,0.4106929423445085,0,0
98,online,301.61486171585113,0.40905513869360655,0,0
99,online,314.01875475687945,0.42273883280795277,0,0
100,online,306.51277692662876,0.40843172210912204,0,0
101,online,325.3139926699945,0.4262598756260352,0,0
102,online,295.56672664253347,0.3942550653108786,0,0
103,online,309.211145368484,0.40516600624240406,0,0
104,online,316.4455818317065,0.4155236425620591,0,0
105,online,313.06855477249906,0.40619312096788185,1,0
106,online,328.52535669649006,0.41195070868848527,0,0
107,online,327.29901165651233,0.4095941480534844,0,0
108,online,328.96668450500243,0.4110973007257308,0,0
109,online,319.94209846493857,0.3972094114080056,0,0
110,online,329.464388105648,0.41425209695002785,0,0
111,online,336.0447087999097,0.4183664040319267,0,0
112,online,339.1419298740025,0.4161859802576533,0,0
113,online,342.21558417668115,0.43456901272204174,0,0
114,online,338.20372445975863,0.41179940113519153,0,0
115,online,345.7180335493549,0.4130304399488729,0,0
116,online,351.04642067092897,0.4160733399896229,0,0
117,online,355.0821892982775,0.42753071229749795,0,0
118,online,343.32287269464496,0.4161878047500852,0,0
119,online,344.11555104860946,0.41883886011582205,0,0
120,online,356.7455792246594,0.42308209755733106,0,0
121,online,356.60339417470624,0.41005368131351816,0,0
122,online,349.34644551293354,0.41016244213237885,0,0
123,online,371.6789923446117,0.43627872992506356,0,0
124,online,368.10557944824507,0.4206867511377427,0,0
125,online,370.8164815754647,0.4309140528526595,0,0
126,online,379.5638024688022,0.42815874618869054,0,0
127,online,372.71766378598835,0.42468581036759945,0,0
128,online,360.49742926485726,0.4154970808781765,0,0
129,online,387.41739408736214,0.44882016335496977,0,0
130,online,385.1428078871766,0.4388292505782231,0,1
131,online,382.07263681894796,0.4350518442764545,0,0
132,online,393.79427638719443,0.4372844447804207,0,0
133,online,383.2767940155289,0.42824489700830215,0,0
134,online,385.9075310084518,0.43516890603949576,0,0
135,online,392.43758251705617,0.4311367334892088,0,0
136,online,407.9468061836456,0.4431285216567873,0,0
137,online,394.1134784244912,0.43864993691587917,0,0
138,online,390.30346187594967,0.43350430840958787,0,0
139,online,415.125912848387,0.4494368890683802,0,0
140,online,401.70619430960596,0.4254901017622511,0,0
141,online,398.1278656853608,0.4470820159406965,0,0
142,online,402.53244368688206,0.42374803482683787,0,0
143,online,413.2926626250244,0.432643382190964,0,0
144,online,407.3100933369971,0.4250383120565332,0,0
145,online,431.3981428000675,0.4465014209112539,0,0
146,online,397.2799281166677,0.42074094700765197,0,0
147,online,422.231461113127,0.44592352658196543,0,0
148,online,422.2987558566186,0.44184510531806787,0,0
149,online,410.19670142700215,0.4315152935172848,0,0
150,online,432.77111011039506,0.4364170992872717,0,0
151,online,432.232663941706,0.43024013960863505,1,0
152,online,439.0519111033405,0.43479148897967357,0,0
153,online,427.3603615745001,0.42852948161464355,0,0
154,online,439.125437600303,0.44470724508678194,0,0
155,online,430.7841614242563,0.4354107491344844,0,0
156,online,435.85323884534046,0.4345920070429127,0,0
157,online,450.2018328877173,0.445982295733514,0,0
158,online,452.1988205094426,0.4365146352151936,0,0
159,online,463.849320399369,0.44807334219471795,0,0
160,online,443.70839269056364,0.436674843827195,0,0
161,online,462.99521934013586,0.44745700660764276,0,0
162,online,447.4912123668508,0.4292493607938075,0,0
163,online,469.01546251903414,0.4530438966783721,0,0
164,online,461.99656526466896,0.4450578319367854,0,0
165,online,442.1956588448187,0.4341739053675081,0,0
166,online,464.5382544561431,0.4438966407668097,0,0
167,online,489.9566246504557,0.47917902079761887,0,0
168,online,474.6508836061325,0.46105595851957437,0,0
169,online,477.82156046801225,0.43634578886233255,0,0
170,online,478.362448661216,0.4404651847549246,0,0
171,online,495.21125396953084,0.45652279624089254,0,0
172,online,492.3948929027853,0.45860092060685165,0,0
173,online,493.9241970013104,0.44061688203872185,0,0
174,online,470.10160154433976,0.44399351606983195,0,0
175,online,494.49443010703806,0.44823646801237815,0,0
176,online,488.37929638901346,0.44302642372439094,0,1
177,online,492.2024386448276,0.4437282350021574,0,0
178,online,511.1513268123291,0.45860006286032207,0,0
179,online,472.5417090170545,0.43337409224021606,0,0
180,online,516.8486531448455,0.46129743092037456,0,0
181,online,496.7343550877639,0.4563603917661505,0,0
182,online,502.2775640910834,0.4458147178129148,0,0
183,online,513.4475783068173,0.4423349292645328,0,0
184,online,517.9067260145471,0.4605190040649043,0,0
185,online,482.3516304785296,0.4325280746805499,0,0
186,online,537.1249625349111,0.4653254879496368,0,0
187,online,474.0600093775939,0.44118771288837877,0,0
188,online,527.2009061740534,0.46057621754104383,0,0
189,online,507.1268023781279,0.44419395692541286,0,0
190,online,551.1902564069919,0.4800130409564841,0,0
191,online,499.8211102507668,0.44311797791686314,0,0
192,online,536.3586246306687,0.4574201572994657,0,0
193,online,539.188400873421,0.4702941948572913,0,0
194,online,519.6877575344495,0.45953678697185074,0,0
195,online,540.6430039777682,0.4491346245123222,0,0
196,online,548.7911445046421,0.4589317839354341,0,0
197,online,530.2142751654827,0.4569979019271927,0,0
198,online,527.572058789301,0.44550086621258633,1,0
199,online,565.8836394705411,0.4779923205714829,0,0
